arquivo,dataset,subset,caminho_relativo,caminho_completo,total_sentencas,total_palavras,total_silabas,media_silabas_por_sentenca,media_silabas_por_palavra
625.txt,FakeTrue_LLM,,625.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/625.txt,16,291,696,43.5,2.3917525773195876
100.txt,FakeTrue_LLM,,100.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/100.txt,19,287,701,36.89473684210526,2.442508710801394
1148.txt,FakeTrue_LLM,,1148.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1148.txt,14,352,936,66.85714285714286,2.659090909090909
543.txt,FakeTrue_LLM,,543.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/543.txt,13,253,606,46.61538461538461,2.3952569169960474
337.txt,FakeTrue_LLM,,337.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/337.txt,14,315,772,55.142857142857146,2.450793650793651
1355.txt,FakeTrue_LLM,,1355.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1355.txt,20,415,980,49.0,2.36144578313253
1483.txt,FakeTrue_LLM,,1483.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1483.txt,6,132,342,57.0,2.590909090909091
956.txt,FakeTrue_LLM,,956.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/956.txt,10,233,573,57.3,2.459227467811159
1007.txt,FakeTrue_LLM,,1007.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1007.txt,11,157,365,33.18181818181818,2.3248407643312103
1288.txt,FakeTrue_LLM,,1288.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1288.txt,9,231,582,64.66666666666667,2.5194805194805197
317.txt,FakeTrue_LLM,,317.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/317.txt,12,348,837,69.75,2.4051724137931036
760.txt,FakeTrue_LLM,,760.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/760.txt,10,248,633,63.3,2.5524193548387095
653.txt,FakeTrue_LLM,,653.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/653.txt,16,283,690,43.125,2.4381625441696113
1109.txt,FakeTrue_LLM,,1109.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1109.txt,17,390,926,54.470588235294116,2.3743589743589744
957.txt,FakeTrue_LLM,,957.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/957.txt,14,318,764,54.57142857142857,2.40251572327044
834.txt,FakeTrue_LLM,,834.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/834.txt,12,285,749,62.416666666666664,2.6280701754385967
1411.txt,FakeTrue_LLM,,1411.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1411.txt,7,132,301,43.0,2.2803030303030303
1024.txt,FakeTrue_LLM,,1024.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1024.txt,18,485,1206,67.0,2.48659793814433
831.txt,FakeTrue_LLM,,831.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/831.txt,8,190,448,56.0,2.357894736842105
308.txt,FakeTrue_LLM,,308.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/308.txt,14,329,862,61.57142857142857,2.6200607902735564
647.txt,FakeTrue_LLM,,647.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/647.txt,7,149,387,55.285714285714285,2.597315436241611
1669.txt,FakeTrue_LLM,,1669.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1669.txt,8,182,459,57.375,2.521978021978022
242.txt,FakeTrue_LLM,,242.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/242.txt,13,273,686,52.76923076923077,2.5128205128205128
279.txt,FakeTrue_LLM,,279.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/279.txt,9,268,650,72.22222222222223,2.425373134328358
731.txt,FakeTrue_LLM,,731.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/731.txt,8,143,367,45.875,2.5664335664335662
1371.txt,FakeTrue_LLM,,1371.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1371.txt,8,199,512,64.0,2.5728643216080402
1607.txt,FakeTrue_LLM,,1607.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1607.txt,7,167,404,57.714285714285715,2.4191616766467066
517.txt,FakeTrue_LLM,,517.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/517.txt,10,217,518,51.8,2.3870967741935485
75.txt,FakeTrue_LLM,,75.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/75.txt,15,335,821,54.733333333333334,2.4507462686567165
1749.txt,FakeTrue_LLM,,1749.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1749.txt,13,220,555,46.25,2.522727272727273
672.txt,FakeTrue_LLM,,672.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/672.txt,17,273,645,37.94117647058823,2.3626373626373627
228.txt,FakeTrue_LLM,,228.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/228.txt,9,205,480,53.333333333333336,2.341463414634146
1629.txt,FakeTrue_LLM,,1629.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1629.txt,14,333,820,58.57142857142857,2.4624624624624625
187.txt,FakeTrue_LLM,,187.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/187.txt,12,253,605,50.416666666666664,2.391304347826087
1551.txt,FakeTrue_LLM,,1551.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1551.txt,7,214,509,72.71428571428571,2.378504672897196
1318.txt,FakeTrue_LLM,,1318.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1318.txt,17,372,888,52.23529411764706,2.3870967741935485
1319.txt,FakeTrue_LLM,,1319.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1319.txt,11,157,406,36.90909090909091,2.5859872611464967
394.txt,FakeTrue_LLM,,394.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/394.txt,14,237,596,42.57142857142857,2.5147679324894514
236.txt,FakeTrue_LLM,,236.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/236.txt,7,129,342,48.857142857142854,2.6511627906976742
371.txt,FakeTrue_LLM,,371.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/371.txt,16,354,814,50.875,2.2994350282485874
1678.txt,FakeTrue_LLM,,1678.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1678.txt,14,247,591,42.214285714285715,2.3927125506072873
743.txt,FakeTrue_LLM,,743.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/743.txt,10,270,614,61.4,2.274074074074074
204.txt,FakeTrue_LLM,,204.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/204.txt,20,248,588,29.4,2.370967741935484
120.txt,FakeTrue_LLM,,120.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/120.txt,12,247,602,50.166666666666664,2.437246963562753
1137.txt,FakeTrue_LLM,,1137.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1137.txt,11,296,730,66.36363636363636,2.4662162162162162
1535.txt,FakeTrue_LLM,,1535.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1535.txt,16,304,667,41.6875,2.1940789473684212
197.txt,FakeTrue_LLM,,197.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/197.txt,5,124,307,61.4,2.475806451612903
568.txt,FakeTrue_LLM,,568.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/568.txt,17,364,863,50.76470588235294,2.370879120879121
1203.txt,FakeTrue_LLM,,1203.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1203.txt,16,350,895,55.9375,2.557142857142857
923.txt,FakeTrue_LLM,,923.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/923.txt,13,345,796,61.23076923076923,2.307246376811594
233.txt,FakeTrue_LLM,,233.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/233.txt,21,490,1081,51.476190476190474,2.206122448979592
1196.txt,FakeTrue_LLM,,1196.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1196.txt,11,322,774,70.36363636363636,2.4037267080745344
1495.txt,FakeTrue_LLM,,1495.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1495.txt,13,343,858,66.0,2.501457725947522
772.txt,FakeTrue_LLM,,772.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/772.txt,17,345,816,48.0,2.365217391304348
452.txt,FakeTrue_LLM,,452.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/452.txt,11,258,645,58.63636363636363,2.5
891.txt,FakeTrue_LLM,,891.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/891.txt,10,222,522,52.2,2.3513513513513513
1494.txt,FakeTrue_LLM,,1494.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1494.txt,12,197,470,39.166666666666664,2.3857868020304567
1030.txt,FakeTrue_LLM,,1030.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1030.txt,15,379,900,60.0,2.37467018469657
156.txt,FakeTrue_LLM,,156.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/156.txt,11,100,216,21.6,2.16
1477.txt,FakeTrue_LLM,,1477.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1477.txt,13,204,496,38.15384615384615,2.4313725490196076
163.txt,FakeTrue_LLM,,163.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/163.txt,19,358,820,43.1578947368421,2.2905027932960893
840.txt,FakeTrue_LLM,,840.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/840.txt,21,415,1090,51.904761904761905,2.6265060240963853
330.txt,FakeTrue_LLM,,330.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/330.txt,8,123,291,36.375,2.3658536585365852
251.txt,FakeTrue_LLM,,251.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/251.txt,6,112,283,47.166666666666664,2.5267857142857144
1620.txt,FakeTrue_LLM,,1620.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1620.txt,12,168,370,30.833333333333332,2.2023809523809526
1459.txt,FakeTrue_LLM,,1459.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1459.txt,12,292,689,57.416666666666664,2.3595890410958904
561.txt,FakeTrue_LLM,,561.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/561.txt,16,342,784,49.0,2.2923976608187133
491.txt,FakeTrue_LLM,,491.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/491.txt,17,375,865,50.88235294117647,2.3066666666666666
101.txt,FakeTrue_LLM,,101.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/101.txt,15,248,597,39.8,2.407258064516129
344.txt,FakeTrue_LLM,,344.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/344.txt,15,335,817,54.46666666666667,2.4388059701492537
470.txt,FakeTrue_LLM,,470.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/470.txt,10,246,530,53.0,2.154471544715447
1311.txt,FakeTrue_LLM,,1311.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1311.txt,7,130,287,41.0,2.207692307692308
1208.txt,FakeTrue_LLM,,1208.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1208.txt,9,195,464,51.55555555555556,2.3794871794871795
1184.txt,FakeTrue_LLM,,1184.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1184.txt,10,253,607,60.7,2.399209486166008
1764.txt,FakeTrue_LLM,,1764.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1764.txt,13,236,573,44.07692307692308,2.4279661016949152
289.txt,FakeTrue_LLM,,289.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/289.txt,7,141,341,48.714285714285715,2.4184397163120566
571.txt,FakeTrue_LLM,,571.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/571.txt,11,234,590,53.63636363636363,2.5213675213675213
24.txt,FakeTrue_LLM,,24.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/24.txt,16,318,783,48.9375,2.4622641509433962
531.txt,FakeTrue_LLM,,531.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/531.txt,8,109,274,34.25,2.5137614678899083
1327.txt,FakeTrue_LLM,,1327.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1327.txt,11,267,686,62.36363636363637,2.5692883895131087
993.txt,FakeTrue_LLM,,993.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/993.txt,11,157,382,34.72727272727273,2.43312101910828
607.txt,FakeTrue_LLM,,607.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/607.txt,14,244,618,44.142857142857146,2.5327868852459017
385.txt,FakeTrue_LLM,,385.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/385.txt,17,336,779,45.8235294117647,2.318452380952381
210.txt,FakeTrue_LLM,,210.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/210.txt,12,167,400,33.333333333333336,2.395209580838323
775.txt,FakeTrue_LLM,,775.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/775.txt,13,299,717,55.15384615384615,2.3979933110367893
1789.txt,FakeTrue_LLM,,1789.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1789.txt,15,348,859,57.266666666666666,2.468390804597701
514.txt,FakeTrue_LLM,,514.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/514.txt,14,271,653,46.642857142857146,2.4095940959409594
1441.txt,FakeTrue_LLM,,1441.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1441.txt,10,261,586,58.6,2.2452107279693485
809.txt,FakeTrue_LLM,,809.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/809.txt,17,299,730,42.94117647058823,2.4414715719063547
1138.txt,FakeTrue_LLM,,1138.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1138.txt,6,129,314,52.333333333333336,2.434108527131783
589.txt,FakeTrue_LLM,,589.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/589.txt,12,291,738,61.5,2.536082474226804
359.txt,FakeTrue_LLM,,359.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/359.txt,11,254,597,54.27272727272727,2.3503937007874014
1790.txt,FakeTrue_LLM,,1790.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1790.txt,11,285,689,62.63636363636363,2.4175438596491228
533.txt,FakeTrue_LLM,,533.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/533.txt,8,149,363,45.375,2.436241610738255
504.txt,FakeTrue_LLM,,504.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/504.txt,13,247,581,44.69230769230769,2.3522267206477734
